company,category,likely_workflow,matched_pack_or_skin,priority,verification_status
Freckle,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Nearpod,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Flocabulary,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Edmentum,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Exact Path,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
i-Ready,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Curriculum Associates,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
DreamBox Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Lexia Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Rosetta Stone,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Cambium Learning Group,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Amplify,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Newsela,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Achieve3000,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
HMH,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Savvas Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
McGraw Hill,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Cengage,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Wiley,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Scholastic,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Discovery Education,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Age of Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
ABCmouse,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Adventure Academy,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Course Hero,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Brainly,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Numerade,DevTools,"Agentic software, code-generation, task-completion, handoff, and evidence-boundary review",Core Agentic Workflow Diagnostic,High,unverified
Photomath,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Symbolab,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Desmos,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
GeoGebra,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Wolfram Alpha,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Art of Problem Solving,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Brilliant,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
OpenStax,Finance,"Financial workflow, reconciliation, evidence handling, escalation, and recovery-path review",Finance/Reconciliation Agent Diagnostic Pack,High,unverified
Codecademy,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
DataCamp,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
edX,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Udemy,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Udemy Business,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Udacity,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Pluralsight,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
LinkedIn Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Skillsoft,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Degreed,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Guild,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Multiverse,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
MasterClass,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Teachable,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Thinkific,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Kajabi,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Outschool,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Outschool for Schools,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Varsity Tutors,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Wyzant,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Tutor.com,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Paper,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Coursera for Campus,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
2U,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Guild Education,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
GoGuardian,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Securly,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Lightspeed Systems,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Linewize,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
ClassLink,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Schoology,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Canvas,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Blackboard,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Anthology,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
D2L Brightspace,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Moodle,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Google Classroom,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Microsoft Education,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Apple Education,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Seesaw,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
ClassDojo,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Remind,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
ParentSquare,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
TalkingPoints,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Edpuzzle,DevTools,"Agentic software, code-generation, task-completion, handoff, and evidence-boundary review",Core Agentic Workflow Diagnostic,High,unverified
Kami,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Pear Deck,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Kahoot,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Blooket,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Gimkit,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Quizizz,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Formative,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
NoRedInk,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Writable,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Turnitin,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Gradescope,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Packback,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Knewton Alta,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
ALEKS,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Mathspace,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Zearn,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
ST Math,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
MIND Education,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Imagine Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Edgenuity,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Apex Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Edulastic,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Pear Assessment,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
NWEA,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
MAP Growth,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
ETS,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
College Board,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
ACT,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Cambly,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Preply,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
VIPKid,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Lingoda,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Babbel,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Busuu,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Memrise,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Lingokids,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Epic,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Sora,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
OverDrive Education,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Follett,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
PowerMyLearning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Panorama Education,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Branching Minds,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
eSpark Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Learning A-Z,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Raz-Kids,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Reading A-Z,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Vocabulary.com,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Quill,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
CommonLit,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
EVERFI,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Nearpeer,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Xello,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Naviance,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
SchooLinks,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Handshake,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Stride,DevTools,"Agentic software, code-generation, task-completion, handoff, and evidence-boundary review",Core Agentic Workflow Diagnostic,High,unverified
K12,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Connections Academy,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Pearson Online Academy,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
BetterLesson,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Kiddom,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Kiddom Academy,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Kiddom Collaborative Learning,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Smart Sparrow,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Labster,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Tinkercad,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Code.org,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Scratch,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Scratch Foundation,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
CodeHS,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
CodeCombat,DevTools,"Agentic software, code-generation, task-completion, handoff, and evidence-boundary review",Core Agentic Workflow Diagnostic,High,unverified
Tynker,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Blackbird Code,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Replit Education,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
GitHub Education,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
JetBrains Academy,Education,"Student support, recommendation, assessment, intervention, content-routing, and progress-monitoring workflow review",Education/IEP Workflow Diagnostic Pack,High,unverified
Pluralsight Skills,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
15Five,HR Operations,"HR, payroll, talent, benefits, employee workflow, routing, escalation, and recovery-path review",HR Operations Agent Diagnostic Pack candidate skin,High,unverified
6sense,HR Operations,"HR, payroll, talent, benefits, employee workflow, routing, escalation, and recovery-path review",HR Operations Agent Diagnostic Pack candidate skin,High,unverified
Accela,HR Operations,"HR, payroll, talent, benefits, employee workflow, routing, escalation, and recovery-path review",HR Operations Agent Diagnostic Pack candidate skin,High,unverified
ActiveCampaign,Customer Support / CX,"Customer support, escalation, handoff, sentiment, recovery-path, and false-completion review",Customer Support Escalation Agent Diagnostic Pack,High,unverified
Ada,Customer Support / CX,"Customer support, escalation, handoff, sentiment, recovery-path, and false-completion review",Customer Support Escalation Agent Diagnostic Pack,High,unverified
Adobe Experience Cloud,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
ADP,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Agiloft,Procurement / Spend,"Procurement, spend, sourcing, supplier, approval, handoff, and recovery-path review",Procurement Agent Diagnostic Pack,High,unverified
Airbase,Procurement / Spend,"Procurement, spend, sourcing, supplier, approval, handoff, and recovery-path review",Procurement Agent Diagnostic Pack,High,unverified
Aircall,Customer Support / CX,"Customer support, escalation, handoff, sentiment, recovery-path, and false-completion review",Customer Support Escalation Agent Diagnostic Pack,High,unverified
Alchemer,Customer Support / CX,"Customer support, escalation, handoff, sentiment, recovery-path, and false-completion review",Customer Support Escalation Agent Diagnostic Pack,High,unverified
Apollo.io,Sales / CRM,"Sales, CRM, revenue workflow, handoff, forecasting, routing, and false-completion review",Sales / CRM Agent Diagnostic Pack candidate skin,High,unverified
AppZen,Finance,"Financial workflow, reconciliation, evidence handling, escalation, and recovery-path review",Finance/Reconciliation Agent Diagnostic Pack,High,unverified
Atlassian Opsgenie,Incident Response / AIOps,"Incident coordination, alert routing, runbook handoff, false-completion, and recovery-path review",Incident Response Coordination Pack candidate skin,High,unverified
Attentive,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Axon,Government Services,"Government services, permitting, public request, case-routing, escalation, and recovery-path review",Government Services Workflow Pack candidate skin,High,unverified
Balancing Act,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Balto,Customer Support / CX,"Customer support, escalation, handoff, sentiment, recovery-path, and false-completion review",Customer Support Escalation Agent Diagnostic Pack,High,unverified
BambooHR,HR Operations,"HR, payroll, talent, benefits, employee workflow, routing, escalation, and recovery-path review",HR Operations Agent Diagnostic Pack candidate skin,High,unverified
Bang the Table,HR Operations,"HR, payroll, talent, benefits, employee workflow, routing, escalation, and recovery-path review",HR Operations Agent Diagnostic Pack candidate skin,High,unverified
Basware,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Beamery,HR Operations,"HR, payroll, talent, benefits, employee workflow, routing, escalation, and recovery-path review",HR Operations Agent Diagnostic Pack candidate skin,High,unverified
Benevity,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
Better Stack,Incident Response / AIOps,"Incident coordination, alert routing, runbook handoff, false-completion, and recovery-path review",Incident Response Coordination Pack candidate skin,High,unverified
Betterworks,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
BigPanda,Core AI / Enterprise,"Agentic workflow, evidence handling, scope boundary, handoff, escalation, and recovery-path review",Core Agentic Workflow Diagnostic,Medium,unverified
